



ITEM NO	ITEM_DESC	MSP	MSRP	DEALER PRICE	RETAIL-MAP	sale-price	end-sale	UPC	BRAND	FIREARM-ACTION	ATF-MODEL	CAL/GA
23223	SAV STV 555 TRAP 20M/30MC	609.99	799.00	609.99	N/A	0.00		011356232236	SAVAGE ARMS|STEVENS	SHOTGUN	555	20GA/23/4 & 3 CHAMBER
23224	SAV STV 555 TRAP CMP 12M/26MC	609.99	799.00	609.99	N/A	0.00		011356232243	SAVAGE ARMS|STEVENS	SHOTGUN	555	12GA/ 21/4 & 3 CHAMBER
23247	SAV STV 320 SEC THUMB 20M/18.5	229.99	309.00	229.99	N/A	0.00		011356232472	SAVAGE ARMS|STEVENS	SHOTGUN	STEVENS MODEL 320	20 GAUGE
23250	SAV STV 320 TKY TH HOLE 12M/22	274.99	359.00	274.99	N/A	264.99	3/31/2023	011356232502	SAVAGE ARMS|STEVENS	SHOTGUN	STEVENS MODEL 320	12 GAUGE
23251	SAV STV 320 TKY TH HOLE 20M/22	274.99	359.00	274.99	N/A	264.99	3/31/2023	011356232519	SAVAGE ARMS|STEVENS	SHOTGUN	STEVENS MODEL 320	20 GAUGE
23872	CHT UNCOV LT 38SP DA OLDGLORY	399.99	508.20	399.99	N/A	0.00		678958238723	CHARTER ARMS	REVOLVER	UNDERCOVER	38SP
24100	TRI VIPER G2 12M/28MC WOOD	559.99	745.00	559.99	N/A	0.00		713780241005	TRISTAR	SHOTGUN	VIPER G2	12GA 3 INCH
24101	TRI VIPER G2 12M/26MC WOOD	559.99	745.00	559.99	N/A	0.00		713780241012	TRISTAR	SHOTGUN	VIPER G2	12GA 3 UNCH
24102	TRI VIPER G2 20M/28MC WOOD	559.99	745.00	559.99	N/A	0.00		713780241029	TRISTAR	SHOTGUN	VIPER G2	20GA 3 INCH
24103	TRI VIPER G2 20M/26MC WOOD	559.99	745.00	559.99	N/A	0.00		713780241036	TRISTAR	SHOTGUN	VIPER G2	20GA 3 INCH
24104	TRI VIPER G2 CMP 20M/24MC WOOD	584.99	775.00	584.99	N/A	0.00		713780241043	TRISTAR	SHOTGUN	VIPER G2	20 GAUGE
24105	TRI VIPER G2 12M/28MC BLK SYN	514.99	685.00	514.99	N/A	0.00		713780241050	TRISTAR	SHOTGUN	VIPER G2	12GA 3 INCH
24106	TRI VIPER G2 12M/26MC BLK SYN	514.99	685.00	514.99	N/A	0.00		713780241067	TRISTAR	SHOTGUN	VIPER G2	12 GAUGE
24107	TRI VIPER G2 20M/28MC BLK SYN	514.99	685.00	514.99	N/A	0.00		713780241074	TRISTAR	SHOTGUN	VIPER G2	20 GAUGE
24108	TRI VIPER G2 20M/26MC BLK SYN	514.99	685.00	514.99	N/A	0.00		713780241081	TRISTAR	SHOTGUN	VIPER G2	20GA 3 INCH
24112	TRI VIPER G2 CMPT 12M/24MC SYN	529.99	700.00	529.99	N/A	0.00		713780241128	TRISTAR	SHOTGUN	VIPER G2	12GA 3 INCH
24113	TRI VIPER G2 CMPT 410/26MC SYN	559.99	745.00	559.99	N/A	0.00		713780241135	TRISTAR	SHOTGUN	VIPER G2	410 GAUGE
24114	TRI VIPER G2 CMPT 20/24MC CAMO	599.99	795.00	599.99	N/A	0.00		713780241142	TRISTAR	SHOTGUN	VIPER G2	20 GAUGE
24117	TRI VIPER G2 16M/28MC WOOD	609.99	810.00	609.99	N/A	0.00		713780241173	TRISTAR	SHOTGUN	VIPER G2	16GA 23/4
24118	TRI VIPER G2 28/26MC WOOD	609.99	810.00	609.99	N/A	0.00		713780241180	TRISTAR	SHOTGUN	VIPER G2	28 GAUGE
24119	TRI VIPER G2 410M/26MC WOOD	609.99	810.00	609.99	N/A	0.00		713780241197	TRISTAR	SHOTGUN	VIPER G2	410 GAUGE
24129	TRI VIPER G2 CMPT 20M/24M RLTR	599.99	820.00	599.99	N/A	0.00		713780241296	TRISTAR	SHOTGUN	VIPER G2	20 GAUGE
24130	TRI VIPER G2 CMPT 20M/24MC SYN	559.99	745.00	559.99	N/A	0.00		713780241302	TRISTAR	SHOTGUN	VIPER G2	20 GAUGE
24132	TRI VIPER G2 410M/28MC SYN	559.99	745.00	559.99	N/A	0.00		713780241326	TRISTAR	SHOTGUN	VIPER G2	410 GAUGE
24133	TRI VIPER G2 CMP 410M/26M CAMO	629.99	840.00	629.99	N/A	0.00		713780241333	TRISTAR ARMS	SHOTGUN	VIPER G2 YOUTH	410 GAUGE
24134	TRI VIPER G2 20/26MC CAMO	584.99	785.00	584.99	N/A	0.00		713780241340	TRISTAR	SHOTGUN	VIPER G2	20GA 3 INCH
24135	TRI VIPER G2 20/28MC CAMO	584.99	785.00	584.99	N/A	0.00		713780241357	TRISTAR	SHOTGUN	VIPER G2	20 GAUGE
24139	TRI VIPER G2 12/26MC CAMO	584.99	785.00	584.99	N/A	0.00		713780241395	TRISTAR	SHOTGUN	VIPER G2	12GA 3 INCH
24143	TRI VIPER G2 410M/26MC CAMO	619.99	820.00	619.99	N/A	0.00		713780241432	TRISTAR	SHOTGUN	VIPER G2	410 GAUGE
24151	TRI VIPER G2 BRZ 12M/24MC WAL	609.99	810.00	609.99	N/A	0.00		713780241517	TRISTAR	SHOTGUN	VIPER G2	12 GAUGE
24152	TRI VIPER G2 BRZ 20M/24MC WAL	609.99	810.00	609.99	N/A	0.00		713780241524	TRISTAR	SHOTGUN	VIPER G2	20 GAUGE
24153	TRI VIPER G2 BRZ 410/24MC WAL	654.99	870.00	654.99	N/A	0.00		713780241531	TRISTAR	SHOTGUN	VIPER G2	410 GAUGE
24159	TRI VIPER G2SR CMP 20M/26M BLU	529.99	700.00	529.99	N/A	0.00		713780241593	TRISTAR ARMS	SHOTGUN	VIPER G2 SRB SPORT YTH	20 GAUGE
24161	TRI VIPER G2SR CMP 20M/26M RED	529.99	700.00	529.99	N/A	0.00		713780241616	TRISTAR	SHOTGUN	VIPER G2	20 GAUGE
24165	TRI VIPER G2 12M/28MC B SYN LH	549.99	730.00	549.99	N/A	0.00		713780241654	TRISTAR	SHOTGUN	VIPER G2	20 GA. 3 INCH
24182	TRI VIPER MAX 12M/28MC BLK 3.5	584.99	775.00	584.99	N/A	0.00		713780241821	TRISTAR	SHOTGUN	VIPER MAX	12 GAUGE
24189	TRI VIPER MAX 12M/28 MOBLA 3.5	679.99	900.00	679.99	N/A	0.00		713780241890	TRISTAR	SHOTGUN	VIPER MAX	12GA
24192	TRI VIPER MAX 12M/28 MAX-7 3.5	659.99	885.00	659.99	N/A	0.00		713780241920	TRISTAR	SHOTGUN	VIPER MAX	12GA 3 1/2 INCH
24193	TRI VIPER MAX 12M/30 MAX-7 3.5	659.99	885.00	659.99	N/A	0.00		713780241937	TRISTAR	SHOTGUN	VIPER MAX	12GA 3 1/2 INCH
24195	TRI VIPER G2 12/28MC MAX-7	584.99	785.00	584.99	N/A	0.00		713780241951	TRISTAR	SHOTGUN	VIPER G2	12GA 3 INCH
24196	TRI VIPER G2 12/30MC MAX-7	584.99	785.00	584.99	N/A	0.00		713780241968	TRISTAR	SHOTGUN	VIPER G2	12GA 3 INCH
24198	TRI VIPER G2 12M/28MC MAX7 LH	599.99	825.00	599.99	N/A	0.00		713780241982	TRISTAR	SHOTGUN	VIPER G2	12GA 3 INCH
24226-TRI	TRI VIP G2 PRO 12/28M TRA BYOU	629.99	855.00	629.99	N/A	0.00		713780242262	TRISTAR	SHOTGUN	VIPER G2 PRO	12GA 3 INCH
24227	TRI VIP G2 PRO 20/28M TRA BYOU	629.99	855.00	629.99	N/A	0.00		713780242279	TRISTAR	SHOTGUN	VIPER G2 PRO	20 GAUGE
24230	TRI VIP G2 PRO 12/30M VPR SNOW	629.99	855.00	629.99	N/A	0.00		713780242309	TRISTAR	SHOTGUN	VIPER G2 PRO	12GA 3 INCH
24250	TRI VIP G2 PRO SPT 12/30M BLUE	624.99	840.00	624.99	N/A	0.00		713780242507	TRISTAR	SHOTGUN	VIPER G2 PRO	12GA 3 INCH
24254	TRI VIP G2 PRO SPT 12/30MC RED	624.99	840.00	624.99	N/A	0.00		713780242545	TRISTAR	SHOTGUN	VIPER G2 PRO	12 GAUGE
24258-TRI	TRI VIP G2 PRO SPT 12/30MC WAL	774.99	1035.00	774.99	N/A	0.00		713780242583	TRISTAR	SHOTGUN	VIPER G2 PRO	12 GAUGE
24260-TRI	TRI VIP G2 PRO SIL 12M/28MC	649.99	870.00	649.99	N/A	0.00		713780242606	TRISTAR	SHOTGUN	VIPER G2 PRO	12GA 3 INCH
24261	TRI VIP G2 PRO SIL 20M/26MC	649.99	870.00	649.99	N/A	0.00		713780242613	TRISTAR	SHOTGUN	VIPER G2 PRO	20GA 3 INCH
24262	TRI VIP G2 PRO SIL 28M/28MC	669.99	900.00	669.99	N/A	0.00		713780242620	TRISTAR	SHOTGUN	VIPER G2 PRO	28 GAUGE
24263-TRI	TRI VIP G2 PRO SIL 410/28MC	669.99	900.00	669.99	N/A	0.00		713780242637	TRISTAR	SHOTGUN	VIPER G2 PRO	410 GAUGE
24265-TRI	TRI VIP G2 PRO BRZ 12M/28MC	739.99	990.00	739.99	N/A	0.00		713780242651	TRISTAR ARMS	SHOTGUN	VIPER G2 PRO	12GA
24266	TRI VIP G2 PRO BRZ 16M/28MC	784.99	1050.00	784.99	N/A	0.00		713780242668	TRISTAR	SHOTGUN	VIPER G2 PRO	16GA 2 3/4 INCH
24267	TRI VIP G2 PRO BRZ 20M/26MC	739.99	990.00	739.99	N/A	0.00		713780242675	TRISTAR	SHOTGUN	VIPER G2 PRO	20 GAUGE
24268	TRI VIP G2 PRO BRZ 28M/28MC	784.99	1050.00	784.99	N/A	0.00		713780242682	TRISTAR	SHOTGUN	VIPER G2 PRO	28GA 2 3/4INCH
24269	TRI VIP G2 PRO BRZ 410/28MC	784.99	1050.00	784.99	N/A	0.00		713780242699	TRISTAR	SHOTGUN	VIPER G2 PRO	410 GAUGE
24700	SAV MARK II-FSS 22LR BA 10R SS	264.99	349.00	264.99	N/A	0.00		062654247002	SAVAGE ARMS	RIFLE	MARK II	22LR
25387	CHT UNCOV LT 38SP DA CHAMELEON	369.99	469.00	369.99	N/A	0.00		678958253870	CHARTER ARMS	REVOLVER	UNDERCOVER	38SP
25700	SAV MARK II-BV 22LR BA RFL HB	309.99	409.00	309.99	N/A	0.00		062654257001	SAVAGE ARMS	RIFLE	MARK II	22LR
25725	SAV MARK II-BTVS 22LR BA RFL	424.99	549.00	424.99	N/A	0.00		062654257254	SAVAGE ARMS	RIFLE	MARK II	22LR
25745	SAV MARK II-TR 22LR BA FB B	479.99	619.00	479.99	N/A	0.00		062654257452	SAVAGE ARMS	RIFLE	MARK II	22LR
25752	SAV MARKII-TRR-SR 22LR BA	549.99	709.00	549.99	N/A	0.00		062654257520	SAVAGE ARMS	RIFLE	MARK II	22LR
25795	SAV MARK II-BTVLSS 22LR BA LH	469.99	599.00	469.99	N/A	0.00		062654257957	SAVAGE ARMS	RIFLE	MARK II	22LR
26700-SAV	SAV MARK II-F 22LR BA 10RD MAG	204.99	269.00	204.99	N/A	0.00		062654267000	SAVAGE ARMS	RIFLE	MARK II	22LR
26702	SAV MARK II-F 17M2 BA 5RD B	279.99	369.00	279.99	N/A	0.00		062654267024	SAVAGE ARMS	RIFLE	MARK II	17 MACH 2 ONLY
26721-SAV	SAV MARK II-FXP 22LR BA 10R	259.99	339.00	259.99	N/A	0.00		062654267215	SAVAGE ARMS	RIFLE	MARK II XP	22LR
26724-SAV	SAV MARK II-FV 17M2 BA 5RD B	314.99	409.00	314.99	N/A	0.00		062654267246	SAVAGE ARMS	RIFLE	MARK II	17 MACH 2 ONLY
26736	SAV MKII MINIMAL 22LR GRN 10RD	294.99	389.00	294.99	N/A	0.00		062654267369	SAVAGE ARMS	RIFLE	SAVAGE MARK II	22LR
26737-SAV	SAV MKII MINIMAL 22LR BRN 10RD	294.99	389.00	294.99	N/A	0.00		062654267376	SAVAGE ARMS	RIFLE	MARK II	22LR
26800-SAV	SAV MARK II 22LR BA RFL CAM	227.99	299.00	227.99	N/A	0.00		062654268007	SAVAGE ARMS	RIFLE	MARK II	22LR
26916	RUG AM RFL PRED 243 GRN 4R LH	467.00	709.00	467.00	N/A	0.00		736676269167	RUGER	RIFLE	AMERICAN	243 WIN
26917	RUG AM RFL PRED 7MM08GRN 4 LH	467.00	709.00	467.00	N/A	0.00		736676269174	RUGER	RIFLE	AMERICAN	7MM-08
26918	RUG AM RFL PRED 308 GRN 4R LH	467.00	709.00	467.00	N/A	0.00		736676269181	RUGER	RIFLE	AMERICAN	308 WIN
26922	RUG AM RFL PRED 6.5GRN 10RD	447.00	669.00	447.00	N/A	0.00		736676269228	RUGER	RIFLE	RUGER AMERICAN	6.5 GRENDEL
26923	RUG AM RFL BA 7MM-08 CAM	526.00	789.00	526.00	N/A	0.00		736676269235	RUGER	RIFLE	AMERICAN	7MM-08
26924	RUG AM RFL BA 243 22B CAMO	526.00	789.00	526.00	N/A	0.00		736676269242	RUGER	RIFLE	RUGER AMERICAN	243
26925	RUG AM RFL BA 6.5C 22B CAMO	526.00	789.00	526.00	N/A	0.00		736676269259	RUGER	RIFLE	AMERICAN	6.5 CREEDMOOR
26926	RUG AM RFL BA 308 CAM	526.00	789.00	526.00	N/A	0.00		736676269266	RUGER	RIFLE	RUGER AMERICAN	308 WIN
26927	RUG AM RFL BA 30-06 CAM	526.00	789.00	526.00	N/A	0.00		736676269273	STURM, RUGER & COMPANY, INC	RIFLE	RUGER AMERICAN	30-06 SPRG
26928	RUG AM RFL BA 450 CAM	526.00	789.00	526.00	N/A	0.00		736676269280	RUGER	RIFLE	RUGER AMERICAN	450 BUSHMASTER
26929	RUG AM RFL BA 300 CAM	526.00	789.00	526.00	N/A	0.00		736676269297	RUGER	RIFLE	RUGER AMERICAN	300
26944	RUG AM RFL PRED 223 10R	447.00	669.00	447.00	N/A	0.00		736676269440	RUGER	RIFLE	AMERICAN	223
26948	RUG AM RFL PRED 6MM GRN 3RD	447.00	669.00	447.00	N/A	0.00		736676269488	RUGER	RIFLE	AMERICAN	6MM CREEDMOR
26951	RUG AM RFL PRED 223 SCP 10RD	611.00	919.00	611.00	N/A	0.00		736676269518	RUGER	RIFLE	RUGER AMERICAN	223 REM
26952	RUG AM RFL PRED 204RUG SCP 10R	611.00	919.00	611.00	N/A	0.00		736676269525	RUGER	RIFLE	AMERICAN	204 RUGER
26953	RUG AM RFL PRED 6.5C SCP 3RD	611.00	919.00	611.00	N/A	611.00	3/31/2023	736676269532	RUGER	RIFLE	RUGER AMERICAN	6.5 CREEDMOOR
26968	RUG AM RFL RNCH 300BLK 10R FDE	447.00	669.00	447.00	N/A	0.00		736676269686	RUGER	RIFLE	RUGER AMERICAN	300 BLK 1-7
26971	RUG AM RFL PRED 204RUG GR 10	447.00	669.00	447.00	N/A	0.00		736676269716	RUGER	RIFLE	AMERICAN	204 RUGER
26973	RUG AM RFL PRED 6.5C GRN 3RD	447.00	669.00	447.00	N/A	0.00		736676269730	RUGER	RIFLE	AMERICAN	6.5 CREEDMOOR
26977	RUG AM RFL RNCH 450BSH B/SS DE	489.99	709.00	489.99	579.98	0.00		736676269778	RUGER	RIFLE	RUGER AMERICAN	450BM
26978	RUG AM RFL PRED 6.5C B/SS DE	489.99	709.00	489.99	579.98	0.00		736676269785	RUGER	RIFLE	RUGER AMERICAN	6.5 CREEDMOOR
26981	RUG AM RFL RNCH STD 350LGND	447.00	669.00	447.00	N/A	0.00		736676269815	RUGER	RIFLE	AMERICAN	350 LEGEND
26983	RUG AM RFL HNTR 6.5C GRY 5RD	673.00	1019.00	673.00	N/A	673.00	3/31/2023	736676269839	RUGER	RIFLE	MAGPUL	6.5 CREEDMOOR
26985	RUG AM RFL RNCH CMP 350LGND	446.00	669.00	446.00	N/A	0.00		736676269853	RUGER	RIFLE	RUGER AMERICAN	350 LEGEND
26986	RUG AM RFL BA 350LGND CAM	526.00	789.00	526.00	N/A	0.00		736676269860	RUGER	RIFLE	AMERICAN	350 LEGEND
26987	RUG AM RFL PRED 350 16DDE DE	509.99	729.00	509.99	604.98	0.00		736676269877	RUGER	RIFLE	AMERICAN	350 LEGEND
26991	RUG AM RFL PRED STD 350 20B DE	489.99	709.00	489.99	579.98	0.00		736676269914	RUGER	RIFLE	AMERICAN	350 LEGEND
26993	RUG AM RFL HNTR 308 GRY 5RD	673.00	1019.00	673.00	N/A	0.00		736676269938	RUGER	RIFLE	RUGER AMERICAN	308 WIN
26996	RUG AM RFL TAC 6.5C 18B 5R TL	734.99	1069.00	734.99	N/A	0.00		736676269969	STURM, RUGER & COMPANY, INC	RIFLE	RUGER AMERICAN	6.5 CM
26997	RUG AM RFL TAC 308 16B 5RD TL	734.99	1069.00	734.99	N/A	0.00		736676269976	RUGER	RIFLE	RUGER AMERICAN	308 WIN
26998	RUG AM RFL HNTR 6.5C FDE 5R DE	704.99	1009.00	704.99	829.98	699.99	3/31/2023	736676269983	RUGER	RIFLE	RUGER AMERICAN	6.5CM
27707	MOS MVP PATROL BA 300BLK 16TB	494.99	679.00	494.99	N/A	0.00		015813277075	MOSSBERG	RIFLE	MVP PATROL	300 ACC BLACKOUT
27716	MOS MVP PATROL BA 223 16TB 10R	494.99	679.00	494.99	N/A	0.00		015813277167	MOSSBERG	RIFLE	MVP SERIES	5.56MM NATO
27738	MOS MVP PATROL BA 308 16TB	494.99	679.00	494.99	N/A	0.00		015813277389	MOSSBERG	RIFLE	MVP SERIES	7.62MM NATO
27778	MOS MVP SCOUT BA 308 16TB 10RD	519.99	711.00	519.99	N/A	0.00		015813277785	MOSSBERG	RIFLE	MVP	7.62mm NATO
27793	MOS MVP SCOUT BA 308 16B 10 SC	644.99	888.00	644.99	N/A	0.00		015813277938	MOSSBERG	RIFLE	MVP SERIES	7.62MM NATO
27835	MOS PAT RFL 243 B WAL CLS	489.99	669.00	489.99	N/A	0.00		015813278355	MOSSBERG	RIFLE	PATRIOT	243 WIN.
27838	MOS PAT RFL 243 B SYN CLS	344.99	468.00	344.99	N/A	0.00		015813278386	MOSSBERG	RIFLE	PATRIOT	243 WIN.
27840	MOS PAT SBANTAM 243 B SYN SCP	374.99	514.00	374.99	N/A	0.00		015813278409	MOSSBERG	RIFLE	PATRIOT	243 WIN.
27841	MOS PAT RFL 22-250 B WAL CLS	489.99	669.00	489.99	N/A	0.00		015813278416	MOSSBERG	RIFLE	PATRIOT	22-250 REM
27843	MOS PAT RFL 22-250 B SYN CLS	344.99	468.00	344.99	N/A	0.00		015813278430	MOSSBERG	RIFLE	PATRIOT	22-250 REM
27849	MOS PAT RFL 7MM-08 22B WAL CLS	489.99	669.00	489.99	N/A	0.00		015813278492	MOSSBERG	RIFLE	PATRIOT	7MM-08 REM.
27851	MOS PAT RFL 7MM-08 B SYN CLS	344.99	468.00	344.99	N/A	0.00		015813278515	MOSSBERG	RIFLE	PATRIOT	7MM-08 REM.
27853	MOS PAT SBANT 7MM-08 B SYN SCP	374.99	514.00	374.99	N/A	0.00		015813278539	MOSSBERG	RIFLE	PATRIOT	7MM-08 REM.
27861	MOS PAT RFL 308 B WAL CLS	489.99	669.00	489.99	N/A	0.00		015813278614	MOSSBERG	RIFLE	PATRIOT	308 WIN.
27864	MOS PAT RFL 308 B SYN CLS	344.99	468.00	344.99	N/A	0.00		015813278645	MOSSBERG	RIFLE	PATRIOT	308 WIN.
27867	MOS PAT SBANT 308 B SYN SCP	374.99	514.00	374.99	N/A	0.00		015813278676	MOSSBERG	RIFLE	PATRIOT	308 WIN.
27874-MOS	MOS PAT RFL 308 22B SYN FDE	394.99	536.00	394.99	N/A	0.00		015813278744	MOSSBERG	RIFLE	PATRIOT	308 WIN
27875	MOS PAT RFL 6.5C 22B FDE	394.99	536.00	394.99	N/A	0.00		015813278751	MOSSBERG	RIFLE	PATRIOT	6.5 CREEDMOOR
27876	MOS PAT RFL 25-06 B WAL CLS	489.99	669.00	489.99	N/A	0.00		015813278768	MOSSBERG	RIFLE	PATRIOT	25-06 REM
27877	MOS PAT RFL 25-06 B SYN CLS	344.99	468.00	344.99	N/A	0.00		015813278775	MOSSBERG	RIFLE	PATRIOT	25-06 REM
27882	MOS PAT RFL 270 B WAL CLS	489.99	669.00	489.99	N/A	0.00		015813278829	MOSSBERG	RIFLE	PATRIOT	270 WIN.
27884	MOS PAT RFL 270 B SYN CLS	344.99	468.00	344.99	N/A	0.00		015813278843	MOSSBERG	RIFLE	PATRIOT	270 WIN.
27892	MOS PAT RFL 30-06 B SYN CLS	344.99	468.00	344.99	N/A	0.00		015813278928	MOSSBERG	RIFLE	PATRIOT	30-06 SPRG
27909	MOS PAT RFL 6.5C B SYN CLS	344.99	468.00	344.99	N/A	0.00		015813279093	MOSSBERG	RIFLE	PATRIOT	6.5 CREEDMOOR
27924	MOS PAT RFL NGHT TRN 2 308 SCP	704.99	963.00	704.99	N/A	0.00		015813279246	MOSSBERG	RIFLE	PATRIOT	308 WIN.
27932	MOS PAT RFL 243 B SYN W/SCP	459.99	631.00	459.99	N/A	0.00		015813279321	MOSSBERG	RIFLE	PATRIOT	243 WIN.
27933	MOS PAT RFL 308 B SYN W/SCP VT	459.99	631.00	459.99	N/A	0.00		015813279338	MOSSBERG	RIFLE	PATRIOT	308 WIN.
27934	MOS PAT RFL 270 B SYN W/SCP	459.99	631.00	459.99	N/A	0.00		015813279345	MOSSBERG	RIFLE	PATRIOT	270 WIN
27935	MOS PAT RFL 30-06 B SYN W/SCP	459.99	631.00	459.99	N/A	0.00		015813279352	MOSSBERG	RIFLE	PATRIOT	30-06 SPRG
27939	MOS PAT RFL 243 B WAL W/SCP	614.99	847.00	614.99	N/A	0.00		015813279390	MOSSBERG	RIFLE	PATRIOT	243 WIN.
27940	MOS PAT RFL 308 B WAL W/SCP	614.99	847.00	614.99	N/A	0.00		015813279406	MOSSBERG	RIFLE	PATRIOT	308 WIN.
27941	MOS PAT RFL 270 B WAL W/SCP	614.99	847.00	614.99	N/A	0.00		015813279413	MOSSBERG	RIFLE	PATRIOT	270 WIN.
27942	MOS PAT RFL 30-06 B WAL W/SCP	614.99	847.00	614.99	N/A	0.00		015813279420	MOSSBERG	RIFLE	PATRIOT	30-06 SPRG
28001	MOS PAT RFL 6.5C SYN W/SCP	459.99	631.00	459.99	N/A	0.00		015813280013	MOSSBERG	RIFLE	PATRIOT	6.5 CREEDMOOR
28005	MOS PAT RFL 243 B SYN CKSS	389.99	535.00	389.99	N/A	0.00		015813280051	MOSSBERG	RIFLE	PATRIOT	CALIBER 243 WIN.
28007-MOS	MOS PAT RFL 308 B SYN CKSS	389.99	535.00	389.99	N/A	0.00		015813280075	MOSSBERG	RIFLE	PATRIOT	CALIBER 308 WIN.
28008	MOS PAT RFL 6.5C B SYN CKSS	389.99	535.00	389.99	N/A	0.00		015813280082	MOSSBERG	RIFLE	PATRIOT	CALIBER 6.5 CREEDMOOR
28009-MOS	MOS PAT RFL 270 B SYN CKSS	389.99	535.00	389.99	N/A	0.00		015813280099	MOSSBERG	RIFLE	PATRIOT	CALIBER 270 WIN.
28010	MOS PAT RFL 30-06 B SYN CKSS	389.99	535.00	389.99	N/A	0.00		015813280105	MOSSBERG	RIFLE	PATRIOT	CALIBER 30-06 SPRG.
28011	MOS PAT SBANT 243 MG SER W/SCP	389.99	519.00	389.99	N/A	0.00		015813280112	MOSSBERG	RIFLE	PATRIOT SUPER BANTAM	243
28013	MOS PAT RFL 450BSH B SYN CLS	354.99	484.00	354.99	N/A	0.00		015813280136	MOSSBERG	RIFLE	PATRIOT	450 BUSHMASTER
28019	MOS PAT RFL NGHT TRN 6.5C	704.99	963.00	704.99	N/A	0.00		015813280198	MOSSBERG	RIFLE	PATRIOT	6.5 CREEDMOOR
28043	MOS PAT RFL 450BSH B WAL CLS	489.99	669.00	489.99	N/A	0.00		015813280433	MOSSBERG	RIFLE	PATRIOT	450 BUSHMASTER
28044	MOS PAT PRED 243 SYN STRATA	464.99	636.00	464.99	N/A	0.00		015813280440	MOSSBERG	RIFLE	PATRIOT	243
28045	MOS PAT PRED 308 SYN STRATA	464.99	636.00	464.99	N/A	0.00		015813280457	MOSSBERG	RIFLE	PATRIOT	308
28046	MOS PAT PRED 6.5C SYN STRATA	464.99	636.00	464.99	N/A	0.00		015813280464	MOSSBERG	RIFLE	PATRIOT	6.5 CREEDMOOR
28048	MOS PAT PRED 308 SYN DDE DE	419.99	568.00	419.99	494.98	0.00		015813280488	MOSSBERG	RIFLE	PATRIOT	308
28049-MOS	MOS PAT PRED 6.5C SYN DDE DE	419.99	568.00	419.99	494.98	0.00		015813280495	MOSSBERG	RIFLE	PATRIOT	6.5 CREEDMOOR
28050	MOS PAT SBANT 6.5C STRATA SCP	419.99	574.00	419.99	N/A	0.00		015813280501	MOSSBERG	RIFLE	PATRIOT SUPER BANTAM	6.5 CREEDMOOR
28052	MOS PAT RFL 22-250 SYN W/SCP	459.99	631.00	459.99	N/A	0.00		015813280525	MOSSBERG	RIFLE	PATRIOT	22-250
28053-MOS	MOS PAT RFL 7MM-08 SYN W/SCP	459.99	631.00	459.99	N/A	0.00		015813280532	O.F. MOSSBERG & SONS, INC	RIFLE	PATRIOT	CALIBER 7MM-08 REM.
28054	MOS PAT RFL 25-06 SYN W/SCP	459.99	631.00	459.99	N/A	0.00		015813280549	O.F. MOSSBERG & SONS, INC	RIFLE	PATRIOT	25-06 REM.
28057-MOS	MOS PAT RFL 22-250 WAL W/SCP	614.99	847.00	614.99	N/A	0.00		015813280570	MOSSBERG	RIFLE	PATRIOT	22-250
28058	MOS PAT RFL 7MM-08 WAL W/SC VT	614.99	847.00	614.99	N/A	0.00		015813280587	O.F. MOSSBERG & SONS, INC	RIFLE	PATRIOT	7MM-08 REM.
28059-MOS	MOS PAT RFL 25-06 WAL W/SCP VT	614.99	847.00	614.99	N/A	0.00		015813280594	MOSSBERG	RIFLE	PATRIOT	25-06
2805961	WAI PPS M2 9MM PST 6/7RD B FS	359.00	479.00	359.00	N/A	0.00		723364209369	WALTHER ARMS INC	PISTOL	PPS M2	9MM X 19
28062	MOS PAT SBANT 6.5C MG SER SCP	389.99	519.00	389.99	N/A	0.00		015813280624	MOSSBERG	RIFLE	PATRIOT SUPER BANTAM	6.5 CREEDMOOR
28065	MOS PAT SBANT 243 STRATA W/SCP	419.99	574.00	419.99	N/A	0.00		015813280655	MOSSBERG	RIFLE	PATRIOT SUPER BANTAM	243 WIN
28066	MOS PAT SBANT 7MM-08 STRATA SC	419.99	574.00	419.99	N/A	0.00		015813280662	MOSSBERG	RIFLE	PATRIOT SUPER BANTAM	7MM-08
28067	MOS PAT SBANT 308 STRATA W/SCP	419.99	574.00	419.99	N/A	0.00		015813280679	O.F MOSSBERG & SONS, INC	RIFLE	PATRIOT SUPER BANTAM	308 WIN.
28068	MOS PAT RFL 22-250 B SYN CKSS	389.99	535.00	389.99	N/A	0.00		015813280686	MOSSBERG	RIFLE	PATRIOT	22-250
2807076	WAI PPQ M2 45AP PST 4.25 12RD	599.00	799.00	599.00	729.00	0.00		723364209352	WALTHER ARMS INC	PISTOL	PPQ 45	45AP
2807076TNS	WAI PPQ M2 45AP 4.25 12RD TNS	695.00	899.00	695.00	839.00	0.00		723364213526	WALTHER ARMS INC	PISTOL	PPQ 45	45AP
28074	MOS PAT PRED 22-250 SYN STRATA	464.99	636.00	464.99	N/A	0.00		015813280747	O.F MOSSBERG & SONS, INC	RIFLE	PATRIOT	22-250 REM.
2807696	WAI PPS M2 LE 9MM PST 6/7/8 NS	409.00	549.00	409.00	N/A	0.00		723364210525	WALTHER ARMS INC	PISTOL	PPS M2	9X19
28085	MOS PAT RFL 350LGND B SYN CLS	344.99	468.00	344.99	N/A	0.00		015813280853	MOSSBERG	RIFLE	PATRIOT	350 LEGEND
